     laywind   0   0
          30
 end-of-data   0   0
 'START departure coefficients version 1.0'
        128 number of layers
         61 number of level
         100           1           1
 1.0001D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
         100           7           1
 8.0163D-02 2.3783D-01 2.6187D-01 2.8326D-01 3.0789D-01 3.3331D-01 3.6061D-01 3.8949D-01 4.2043D-01 4.5450D-01
 4.9275D-01 5.3571D-01 5.8361D-01 6.3656D-01 6.9450D-01 7.5715D-01 8.2382D-01 8.9389D-01 9.6627D-01 1.0397D+00
 1.1128D+00 1.1844D+00 1.2532D+00 1.3183D+00 1.3787D+00 1.4342D+00 1.4839D+00 1.5283D+00 1.5669D+00 1.5995D+00
 1.6266D+00 1.6469D+00 1.6618D+00 1.6718D+00 1.6771D+00 1.6776D+00 1.6733D+00 1.6667D+00 1.6575D+00 1.6453D+00
 1.6294D+00 1.6107D+00 1.5891D+00 1.5645D+00 1.5370D+00 1.5069D+00 1.4744D+00 1.4399D+00 1.4041D+00 1.3671D+00
 1.3298D+00 1.2928D+00 1.2571D+00 1.2241D+00 1.2005D+00 1.1806D+00 1.1651D+00 1.1537D+00 1.1461D+00 1.1417D+00
 1.1387D+00 1.1329D+00 1.1201D+00 1.1004D+00 1.0777D+00 1.0578D+00 1.0397D+00 1.0257D+00 1.0160D+00 1.0131D+00
 1.0107D+00 1.0087D+00 1.0071D+00 1.0057D+00 1.0046D+00 1.0037D+00 1.0029D+00 1.0022D+00 1.0017D+00 1.0013D+00
 1.0010D+00 1.0007D+00 1.0005D+00 1.0003D+00 1.0003D+00 1.0002D+00 1.0002D+00 1.0001D+00 1.0001D+00 1.0001D+00
 1.0001D+00 1.0001D+00 1.0001D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0001D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
         100           8           1
 1.0947D-01 3.0276D-01 3.2246D-01 3.4029D-01 3.5959D-01 3.8000D-01 4.0166D-01 4.2465D-01 4.4895D-01 4.7490D-01
 5.0265D-01 5.3224D-01 5.6359D-01 5.9644D-01 6.3060D-01 6.6574D-01 7.0142D-01 7.3718D-01 7.7251D-01 8.0687D-01
 8.3980D-01 8.7088D-01 8.9985D-01 9.2650D-01 9.5070D-01 9.7266D-01 9.9236D-01 1.0102D+00 1.0263D+00 1.0409D+00
 1.0546D+00 1.0673D+00 1.0796D+00 1.0921D+00 1.1049D+00 1.1180D+00 1.1312D+00 1.1453D+00 1.1595D+00 1.1733D+00
 1.1860D+00 1.1971D+00 1.2062D+00 1.2126D+00 1.2162D+00 1.2170D+00 1.2150D+00 1.2105D+00 1.2036D+00 1.1947D+00
 1.1842D+00 1.1726D+00 1.1606D+00 1.1487D+00 1.1394D+00 1.1305D+00 1.1216D+00 1.1126D+00 1.1039D+00 1.0973D+00
 1.0926D+00 1.0872D+00 1.0776D+00 1.0632D+00 1.0471D+00 1.0335D+00 1.0221D+00 1.0138D+00 1.0083D+00 1.0067D+00
 1.0054D+00 1.0043D+00 1.0035D+00 1.0028D+00 1.0022D+00 1.0017D+00 1.0013D+00 1.0010D+00 1.0008D+00 1.0006D+00
 1.0004D+00 1.0003D+00 1.0002D+00 1.0001D+00 1.0001D+00 1.0001D+00 1.0001D+00 1.0001D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
         100           9           1
 1.3789D-01 3.2636D-01 3.4644D-01 3.6534D-01 3.8607D-01 4.0841D-01 4.3243D-01 4.5820D-01 4.8560D-01 5.1487D-01
 5.4601D-01 5.7890D-01 6.1331D-01 6.4876D-01 6.8483D-01 7.2096D-01 7.5651D-01 7.9080D-01 8.2321D-01 8.5317D-01
 8.8024D-01 9.0412D-01 9.2473D-01 9.4211D-01 9.5642D-01 9.6807D-01 9.7728D-01 9.8458D-01 9.9027D-01 9.9465D-01
 9.9817D-01 1.0009D+00 1.0033D+00 1.0057D+00 1.0085D+00 1.0116D+00 1.0150D+00 1.0194D+00 1.0248D+00 1.0309D+00
 1.0376D+00 1.0449D+00 1.0525D+00 1.0602D+00 1.0677D+00 1.0747D+00 1.0810D+00 1.0861D+00 1.0899D+00 1.0920D+00
 1.0923D+00 1.0908D+00 1.0876D+00 1.0833D+00 1.0795D+00 1.0759D+00 1.0726D+00 1.0696D+00 1.0669D+00 1.0647D+00
 1.0624D+00 1.0584D+00 1.0511D+00 1.0409D+00 1.0296D+00 1.0203D+00 1.0130D+00 1.0079D+00 1.0046D+00 1.0037D+00
 1.0030D+00 1.0024D+00 1.0019D+00 1.0015D+00 1.0012D+00 1.0009D+00 1.0007D+00 1.0005D+00 1.0004D+00 1.0003D+00
 1.0002D+00 1.0001D+00 1.0001D+00 1.0001D+00 1.0001D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
         100          10           1
 1.6372D-01 3.4426D-01 3.6274D-01 3.8028D-01 3.9970D-01 4.2092D-01 4.4409D-01 4.6938D-01 4.9678D-01 5.2656D-01
 5.5877D-01 5.9329D-01 6.2989D-01 6.6798D-01 7.0706D-01 7.4639D-01 7.8517D-01 8.2251D-01 8.5761D-01 8.8970D-01
 9.1818D-01 9.4263D-01 9.6283D-01 9.7879D-01 9.9064D-01 9.9884D-01 1.0037D+00 1.0060D+00 1.0062D+00 1.0047D+00
 1.0023D+00 9.9919D-01 9.9598D-01 9.9311D-01 9.9083D-01 9.8931D-01 9.8854D-01 9.8909D-01 9.9086D-01 9.9371D-01
 9.9750D-01 1.0022D+00 1.0077D+00 1.0137D+00 1.0201D+00 1.0267D+00 1.0332D+00 1.0394D+00 1.0451D+00 1.0500D+00
 1.0538D+00 1.0564D+00 1.0578D+00 1.0581D+00 1.0578D+00 1.0570D+00 1.0558D+00 1.0541D+00 1.0519D+00 1.0492D+00
 1.0458D+00 1.0409D+00 1.0340D+00 1.0258D+00 1.0179D+00 1.0118D+00 1.0074D+00 1.0044D+00 1.0025D+00 1.0020D+00
 1.0016D+00 1.0013D+00 1.0010D+00 1.0008D+00 1.0006D+00 1.0005D+00 1.0004D+00 1.0003D+00 1.0002D+00 1.0002D+00
 1.0001D+00 1.0001D+00 1.0001D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
         100          11           1
 1.8790D-01 3.6309D-01 3.8031D-01 3.9656D-01 4.1448D-01 4.3405D-01 4.5544D-01 4.7888D-01 5.0441D-01 5.3238D-01
 5.6294D-01 5.9610D-01 6.3172D-01 6.6938D-01 7.0865D-01 7.4885D-01 7.8917D-01 8.2868D-01 8.6641D-01 9.0144D-01
 9.3297D-01 9.6033D-01 9.8314D-01 1.0012D+00 1.0147D+00 1.0238D+00 1.0289D+00 1.0307D+00 1.0298D+00 1.0266D+00
 1.0218D+00 1.0158D+00 1.0093D+00 1.0030D+00 9.9713D-01 9.9210D-01 9.8808D-01 9.8566D-01 9.8484D-01 9.8551D-01
 9.8759D-01 9.9103D-01 9.9565D-01 1.0012D+00 1.0075D+00 1.0143D+00 1.0212D+00 1.0280D+00 1.0343D+00 1.0398D+00
 1.0442D+00 1.0473D+00 1.0489D+00 1.0492D+00 1.0486D+00 1.0474D+00 1.0455D+00 1.0430D+00 1.0400D+00 1.0367D+00
 1.0329D+00 1.0283D+00 1.0228D+00 1.0167D+00 1.0113D+00 1.0073D+00 1.0045D+00 1.0026D+00 1.0015D+00 1.0012D+00
 1.0009D+00 1.0007D+00 1.0006D+00 1.0005D+00 1.0004D+00 1.0003D+00 1.0002D+00 1.0002D+00 1.0001D+00 1.0001D+00
 1.0001D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
         100          12           1
 2.1012D-01 3.8091D-01 3.9728D-01 4.1267D-01 4.2957D-01 4.4794D-01 4.6793D-01 4.8977D-01 5.1351D-01 5.3949D-01
 5.6790D-01 5.9879D-01 6.3214D-01 6.6762D-01 7.0495D-01 7.4361D-01 7.8294D-01 8.2209D-01 8.6018D-01 8.9631D-01
 9.2956D-01 9.5917D-01 9.8455D-01 1.0053D+00 1.0213D+00 1.0327D+00 1.0397D+00 1.0429D+00 1.0428D+00 1.0399D+00
 1.0350D+00 1.0284D+00 1.0209D+00 1.0131D+00 1.0054D+00 9.9816D-01 9.9167D-01 9.8654D-01 9.8286D-01 9.8068D-01
 9.7996D-01 9.8074D-01 9.8284D-01 9.8610D-01 9.9028D-01 9.9513D-01 1.0004D+00 1.0058D+00 1.0111D+00 1.0160D+00
 1.0203D+00 1.0238D+00 1.0263D+00 1.0279D+00 1.0287D+00 1.0290D+00 1.0287D+00 1.0279D+00 1.0265D+00 1.0245D+00
 1.0220D+00 1.0188D+00 1.0149D+00 1.0108D+00 1.0071D+00 1.0045D+00 1.0028D+00 1.0016D+00 1.0009D+00 1.0007D+00
 1.0006D+00 1.0004D+00 1.0003D+00 1.0003D+00 1.0002D+00 1.0002D+00 1.0001D+00 1.0001D+00 1.0001D+00 1.0001D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
         100          13           1
 2.3057D-01 3.9705D-01 4.1285D-01 4.2769D-01 4.4391D-01 4.6147D-01 4.8050D-01 5.0120D-01 5.2361D-01 5.4805D-01
 5.7470D-01 6.0361D-01 6.3478D-01 6.6795D-01 7.0290D-01 7.3920D-01 7.7632D-01 8.1357D-01 8.5018D-01 8.8537D-01
 9.1831D-01 9.4826D-01 9.7459D-01 9.9684D-01 1.0147D+00 1.0282D+00 1.0373D+00 1.0425D+00 1.0442D+00 1.0427D+00
 1.0389D+00 1.0330D+00 1.0259D+00 1.0181D+00 1.0102D+00 1.0025D+00 9.9537D-01 9.8934D-01 9.8457D-01 9.8116D-01
 9.7915D-01 9.7860D-01 9.7942D-01 9.8144D-01 9.8446D-01 9.8822D-01 9.9248D-01 9.9699D-01 1.0015D+00 1.0059D+00
 1.0098D+00 1.0132D+00 1.0160D+00 1.0180D+00 1.0191D+00 1.0197D+00 1.0198D+00 1.0193D+00 1.0183D+00 1.0169D+00
 1.0150D+00 1.0126D+00 1.0098D+00 1.0070D+00 1.0046D+00 1.0029D+00 1.0017D+00 1.0010D+00 1.0006D+00 1.0004D+00
 1.0004D+00 1.0003D+00 1.0002D+00 1.0002D+00 1.0001D+00 1.0001D+00 1.0001D+00 1.0001D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00 1.0000D+00
         100          14           1
 2.4939D-01 4.1156D-01 4.2691D-01 4.4135D-01 4.5709D-01 4.7407D-01 4.9240D-01 5.1226D-01 5.3368D-01 5.5697D-01
 5.8227D-01 6.0965D-01 6.3909D-01 6.7035D-01 7.0324D-01 7.3740D-01 7.7237D-01 8.0753D-01 8.4225D-01 8.7585D-01
 9.0762D-01 9.3688D-01 9.6306D-01 9.8569D-01 1.0044D+00 1.0192D+00 1.0299D+00 1.0368D+00 1.0402D+00 1.0404D+00
 1.0380D+00 1.0333D+00 1.0271D+00 1.0200D+00 1.0125D+00 1.0050D+00 9.9791D-01 9.9176D-01 9.8672D-01 9.8287D-01
 9.8028D-01 9.7899D-01 9.7894D-01 9.8002D-01 9.8206D-01 9.8486D-01 9.8819D-01 9.9185D-01 9.9561D-01 9.9929D-01
 1.0027D+00 1.0057D+00 1.0083D+00 1.0103D+00 1.0115D+00 1.0123D+00 1.0127D+00 1.0126D+00 1.0121D+00 1.0112D+00
